source_file,temperature,rpm,vibration_total,vibration_rms,vibration_mean,vibration_peak,vibration_std,risk_level
2004.02.16.11.02.39,0,0,0.086838,0.086838,-0.001867,0.662,0.086818,NORMAL
2004.02.16.11.12.39,0,0,0.085905,0.085905,-0.002228,0.742,0.085876,NORMAL
2004.02.16.11.22.39,0,0,0.086577,0.086577,-0.002103,0.84,0.086551,NORMAL
2004.02.16.11.32.39,0,0,0.085709,0.085709,-0.002071,0.684,0.085684,NORMAL
2004.02.16.11.42.39,0,0,0.087563,0.087563,-0.002171,0.737,0.087536,NORMAL
2004.02.16.11.52.39,0,0,0.085669,0.085669,-0.001872,0.83,0.085649,NORMAL
2004.02.16.12.02.39,0,0,0.085464,0.085464,-0.002107,0.64,0.085438,NORMAL
2004.02.16.12.12.39,0,0,0.086747,0.086747,-0.002124,0.789,0.086721,NORMAL
2004.02.16.12.22.39,0,0,0.087143,0.087143,-0.002252,0.969,0.087114,NORMAL
2004.02.16.12.32.39,0,0,0.085936,0.085936,-0.001742,0.796,0.085918,NORMAL
2004.02.16.12.42.39,0,0,0.087137,0.087137,-0.00232,0.84,0.087106,NORMAL
2004.02.16.12.52.39,0,0,0.085891,0.085891,-0.001668,0.83,0.085874,NORMAL
2004.02.16.13.02.39,0,0,0.085302,0.085302,-0.002072,0.667,0.085277,WARNING
2004.02.16.13.12.39,0,0,0.086646,0.086646,-0.001879,0.85,0.086626,WARNING
2004.02.16.13.22.39,0,0,0.086546,0.086546,-0.002012,0.718,0.086523,WARNING
2004.02.16.13.32.39,0,0,0.087211,0.087211,-0.002065,0.762,0.087186,WARNING
2004.02.16.13.42.39,0,0,0.086054,0.086054,-0.00192,0.613,0.086032,WARNING
2004.02.16.13.52.39,0,0,0.086471,0.086471,-0.001879,0.901,0.08645,WARNING
2004.02.16.14.02.39,0,0,0.087625,0.087625,-0.001983,0.703,0.087603,WARNING
2004.02.16.14.12.39,0,0,0.087047,0.087047,-0.002197,0.754,0.087019,WARNING
2004.02.16.14.22.39,0,0,0.086907,0.086907,-0.002187,0.955,0.086879,WARNING
2004.02.16.14.32.39,0,0,0.087079,0.087079,-0.001741,0.891,0.087061,WARNING
2004.02.16.14.42.39,0,0,0.086441,0.086441,-0.001989,0.979,0.086418,WARNING
2004.02.16.14.52.39,0,0,0.08631,0.08631,-0.001968,0.989,0.086288,WARNING
2004.02.16.15.02.39,0,0,0.086914,0.086914,-0.001599,0.798,0.0869,WARNING
2004.02.16.15.12.39,0,0,0.086527,0.086527,-0.002237,0.723,0.086498,WARNING
2004.02.16.15.22.39,0,0,0.087912,0.087912,-0.002108,0.911,0.087887,WARNING
2004.02.16.15.32.39,0,0,0.086673,0.086673,-0.002086,1.038,0.086648,WARNING
2004.02.16.15.42.39,0,0,0.087644,0.087644,-0.002054,0.779,0.08762,WARNING
2004.02.16.15.52.39,0,0,0.08876,0.08876,-0.00185,0.789,0.088741,WARNING
2004.02.16.16.02.39,0,0,0.08788,0.08788,-0.001759,0.886,0.087862,WARNING
2004.02.16.16.12.39,0,0,0.088063,0.088063,-0.002442,0.652,0.088029,WARNING
2004.02.16.16.22.39,0,0,0.0873,0.0873,-0.001899,0.779,0.087279,WARNING
2004.02.16.16.32.39,0,0,0.087706,0.087706,-0.002314,0.791,0.087675,WARNING
2004.02.16.16.42.39,0,0,0.08793,0.08793,-0.001777,0.964,0.087912,WARNING
2004.02.16.16.52.39,0,0,0.088622,0.088622,-0.00189,0.806,0.088602,WARNING
2004.02.16.17.02.39,0,0,0.087933,0.087933,-0.001899,0.854,0.087912,WARNING
2004.02.16.17.12.39,0,0,0.08776,0.08776,-0.001671,0.935,0.087744,WARNING
2004.02.16.17.22.39,0,0,0.088327,0.088327,-0.002054,0.713,0.088303,WARNING
2004.02.16.17.32.39,0,0,0.088743,0.088743,-0.001702,0.703,0.088727,WARNING
2004.02.16.17.42.39,0,0,0.088015,0.088015,-0.002002,0.767,0.087992,WARNING
2004.02.16.17.52.39,0,0,0.086301,0.086301,-0.001836,0.825,0.086282,WARNING
2004.02.16.18.02.39,0,0,0.08931,0.08931,-0.002015,0.649,0.089287,WARNING
2004.02.16.18.12.39,0,0,0.087788,0.087788,-0.001351,0.806,0.087778,WARNING
2004.02.16.18.22.39,0,0,0.088207,0.088207,-0.001717,0.845,0.08819,WARNING
2004.02.16.18.32.39,0,0,0.088848,0.088848,-0.002241,0.723,0.08882,WARNING
2004.02.16.18.42.39,0,0,0.088059,0.088059,-0.002021,0.74,0.088036,WARNING
2004.02.16.18.52.39,0,0,0.087262,0.087262,-0.002299,0.657,0.087231,WARNING
2004.02.16.19.02.39,0,0,0.087662,0.087662,-0.002118,0.801,0.087637,WARNING
2004.02.16.19.12.39,0,0,0.08855,0.08855,-0.002019,0.796,0.088527,WARNING
2004.02.16.19.22.39,0,0,0.088058,0.088058,-0.001905,1.057,0.088038,WARNING
2004.02.16.19.32.39,0,0,0.087465,0.087465,-0.002366,0.72,0.087433,WARNING
2004.02.16.19.42.39,0,0,0.088409,0.088409,-0.001881,0.818,0.088389,WARNING
2004.02.16.19.52.39,0,0,0.089252,0.089252,-0.001982,0.767,0.08923,WARNING
2004.02.16.20.02.39,0,0,0.087098,0.087098,-0.002011,0.789,0.087075,WARNING
2004.02.16.20.12.39,0,0,0.088033,0.088033,-0.002273,0.627,0.088004,WARNING
2004.02.16.20.22.39,0,0,0.087959,0.087959,-0.002145,0.767,0.087933,WARNING
2004.02.16.20.32.39,0,0,0.087799,0.087799,-0.002234,0.723,0.08777,WARNING
2004.02.16.20.42.39,0,0,0.088406,0.088406,-0.001963,0.815,0.088384,WARNING
2004.02.16.20.52.39,0,0,0.087396,0.087396,-0.002076,0.75,0.087372,WARNING
2004.02.16.21.02.39,0,0,0.088673,0.088673,-0.00204,0.654,0.088649,WARNING
2004.02.16.21.12.39,0,0,0.088375,0.088375,-0.001663,0.889,0.08836,WARNING
2004.02.16.21.22.39,0,0,0.088588,0.088588,-0.001766,0.789,0.08857,WARNING
2004.02.16.21.32.39,0,0,0.088584,0.088584,-0.002052,0.896,0.08856,WARNING
2004.02.16.21.42.39,0,0,0.08815,0.08815,-0.001719,0.791,0.088133,WARNING
2004.02.16.21.52.39,0,0,0.088446,0.088446,-0.001672,0.664,0.08843,WARNING
2004.02.16.22.02.39,0,0,0.088217,0.088217,-0.001702,0.828,0.088201,WARNING
2004.02.16.22.12.39,0,0,0.088793,0.088793,-0.001766,0.74,0.088775,WARNING
2004.02.16.22.22.39,0,0,0.09088,0.09088,-0.002066,0.791,0.090857,WARNING
2004.02.16.22.32.39,0,0,0.090728,0.090728,-0.001631,0.806,0.090713,WARNING
2004.02.16.22.42.39,0,0,0.091331,0.091331,-0.001898,0.769,0.091312,WARNING
2004.02.16.22.52.39,0,0,0.091169,0.091169,-0.001855,0.789,0.09115,WARNING
2004.02.16.23.02.39,0,0,0.090575,0.090575,-0.001992,0.801,0.090553,WARNING
2004.02.16.23.12.39,0,0,0.090049,0.090049,-0.00212,0.906,0.090024,WARNING
2004.02.16.23.22.39,0,0,0.090959,0.090959,-0.002023,0.789,0.090936,WARNING
2004.02.16.23.32.39,0,0,0.090702,0.090702,-0.001634,0.713,0.090687,WARNING
2004.02.16.23.42.39,0,0,0.090339,0.090339,-0.002243,0.928,0.090311,WARNING
2004.02.16.23.52.39,0,0,0.090662,0.090662,-0.001518,0.84,0.090649,WARNING
2004.02.17.00.02.39,0,0,0.091283,0.091283,-0.002068,0.769,0.091259,WARNING
2004.02.17.00.12.39,0,0,0.09078,0.09078,-0.001841,0.92,0.090761,WARNING
2004.02.17.00.22.39,0,0,0.091785,0.091785,-0.002213,0.73,0.091758,WARNING
2004.02.17.00.32.39,0,0,0.09079,0.09079,-0.002095,0.688,0.090765,WARNING
2004.02.17.00.42.39,0,0,0.090988,0.090988,-0.0021,0.684,0.090964,WARNING
2004.02.17.00.52.39,0,0,0.091812,0.091812,-0.002166,0.696,0.091787,WARNING
2004.02.17.01.02.39,0,0,0.089679,0.089679,-0.002101,0.791,0.089654,WARNING
2004.02.17.01.12.39,0,0,0.08991,0.08991,-0.00191,0.781,0.089889,WARNING
2004.02.17.01.22.39,0,0,0.091094,0.091094,-0.001842,0.796,0.091076,WARNING
2004.02.17.01.32.39,0,0,0.09158,0.09158,-0.001736,0.632,0.091564,WARNING
2004.02.17.01.42.39,0,0,0.089964,0.089964,-0.001665,0.769,0.089949,WARNING
2004.02.17.01.52.39,0,0,0.089208,0.089208,-0.002003,0.686,0.089185,WARNING
2004.02.17.02.02.39,0,0,0.090884,0.090884,-0.001589,0.94,0.09087,WARNING
2004.02.17.02.12.39,0,0,0.090659,0.090659,-0.00189,0.652,0.090639,WARNING
2004.02.17.02.22.39,0,0,0.091042,0.091042,-0.001948,0.964,0.091021,WARNING
2004.02.17.02.32.39,0,0,0.090891,0.090891,-0.002548,0.828,0.090855,WARNING
2004.02.17.02.42.39,0,0,0.090482,0.090482,-0.002058,0.786,0.090459,WARNING
2004.02.17.02.52.39,0,0,0.09047,0.09047,-0.002222,0.779,0.090443,WARNING
2004.02.17.03.02.39,0,0,0.089823,0.089823,-0.002282,0.637,0.089794,WARNING
2004.02.17.03.12.39,0,0,0.090266,0.090266,-0.002329,0.869,0.090235,WARNING
2004.02.17.03.22.39,0,0,0.091369,0.091369,-0.001849,0.654,0.091351,WARNING
2004.02.17.03.32.39,0,0,0.091002,0.091002,-0.002332,0.74,0.090972,WARNING
2004.02.17.03.42.39,0,0,0.089975,0.089975,-0.001923,1.045,0.089954,WARNING
2004.02.17.03.52.39,0,0,0.090826,0.090826,-0.001401,0.82,0.090815,WARNING
2004.02.17.04.02.39,0,0,0.0898,0.0898,-0.001715,0.759,0.089784,WARNING
2004.02.17.04.12.39,0,0,0.090435,0.090435,-0.002372,0.776,0.090404,WARNING
2004.02.17.04.22.39,0,0,0.090451,0.090451,-0.001682,0.793,0.090435,WARNING
2004.02.17.04.32.39,0,0,0.090858,0.090858,-0.000964,0.776,0.090853,WARNING
2004.02.17.04.42.39,0,0,0.090585,0.090585,-0.002049,0.652,0.090562,WARNING
2004.02.17.04.52.39,0,0,0.091736,0.091736,-0.001265,0.896,0.091727,WARNING
2004.02.17.05.02.39,0,0,0.090051,0.090051,-0.001588,0.691,0.090037,WARNING
2004.02.17.05.12.39,0,0,0.09184,0.09184,-0.006515,0.608,0.091608,WARNING
2004.02.17.05.22.39,0,0,0.091264,0.091264,-0.002651,0.72,0.091226,WARNING
2004.02.17.05.32.39,0,0,0.091208,0.091208,-0.003255,0.693,0.09115,WARNING
2004.02.17.05.42.39,0,0,0.091182,0.091182,-0.002164,0.769,0.091157,WARNING
2004.02.17.05.52.39,0,0,0.091879,0.091879,-0.002155,0.798,0.091854,WARNING
2004.02.17.06.02.39,0,0,0.092141,0.092141,-0.001891,0.618,0.092121,WARNING
2004.02.17.06.12.39,0,0,0.09118,0.09118,-0.002294,0.708,0.091151,WARNING
2004.02.17.06.22.39,0,0,0.090675,0.090675,-0.005392,0.913,0.090514,WARNING
2004.02.17.06.32.39,0,0,0.092047,0.092047,-0.003469,0.671,0.091982,WARNING
2004.02.17.06.42.39,0,0,0.091622,0.091622,-0.001889,0.696,0.091603,WARNING
2004.02.17.06.52.39,0,0,0.090627,0.090627,-0.002411,0.771,0.090595,WARNING
2004.02.17.07.02.39,0,0,0.092821,0.092821,-0.003837,0.754,0.092742,WARNING
2004.02.17.07.12.39,0,0,0.093522,0.093522,-0.001634,0.879,0.093508,WARNING
2004.02.17.07.22.39,0,0,0.095989,0.095989,-0.001951,0.781,0.095969,WARNING
2004.02.17.07.32.39,0,0,0.114418,0.114418,-0.002055,0.808,0.1144,WARNING
2004.02.17.07.42.39,0,0,0.116379,0.116379,-0.001711,0.881,0.116367,WARNING
2004.02.17.07.52.39,0,0,0.116246,0.116246,-0.002242,0.903,0.116224,WARNING
2004.02.17.08.02.39,0,0,0.116035,0.116035,-0.001988,0.974,0.116018,WARNING
2004.02.17.08.12.39,0,0,0.114367,0.114367,-0.001654,0.847,0.114355,WARNING
2004.02.17.08.22.39,0,0,0.11621,0.11621,-0.00226,0.867,0.116189,WARNING
2004.02.17.08.32.39,0,0,0.114899,0.114899,-0.001815,0.869,0.114885,WARNING
2004.02.17.08.42.39,0,0,0.114462,0.114462,-0.001897,0.842,0.114446,WARNING
2004.02.17.08.52.39,0,0,0.115911,0.115911,-0.002477,0.781,0.115884,WARNING
2004.02.17.09.02.39,0,0,0.116232,0.116232,-0.008815,0.999,0.115897,WARNING
2004.02.17.09.12.39,0,0,0.114115,0.114115,-0.001944,0.857,0.114099,WARNING
2004.02.17.09.22.39,0,0,0.114796,0.114796,-0.001727,1.169,0.114783,WARNING
2004.02.17.09.32.39,0,0,0.114851,0.114851,-0.001788,0.781,0.114837,WARNING
2004.02.17.09.42.39,0,0,0.114606,0.114606,-0.001723,0.896,0.114594,WARNING
2004.02.17.09.52.39,0,0,0.113459,0.113459,-0.002335,0.857,0.113435,WARNING
2004.02.17.10.02.39,0,0,0.11301,0.11301,-0.002242,0.869,0.112988,WARNING
2004.02.17.10.12.39,0,0,0.113077,0.113077,-0.001728,0.854,0.113064,WARNING
2004.02.17.10.22.39,0,0,0.114242,0.114242,-0.002268,0.759,0.114219,WARNING
2004.02.17.10.32.39,0,0,0.112683,0.112683,-0.001898,0.845,0.112667,WARNING
2004.02.17.10.42.39,0,0,0.11243,0.11243,-0.001836,0.825,0.112415,WARNING
2004.02.17.10.52.39,0,0,0.112292,0.112292,-0.002135,0.825,0.112272,WARNING
2004.02.17.11.02.39,0,0,0.112627,0.112627,-0.002027,0.801,0.112609,WARNING
2004.02.17.11.12.39,0,0,0.112798,0.112798,-0.002381,0.798,0.112773,WARNING
2004.02.17.11.22.39,0,0,0.115033,0.115033,-0.002047,0.833,0.115015,WARNING
2004.02.17.11.32.39,0,0,0.113908,0.113908,-0.001821,0.847,0.113894,WARNING
2004.02.17.11.42.39,0,0,0.113825,0.113825,-0.002204,0.923,0.113804,WARNING
2004.02.17.11.52.39,0,0,0.112384,0.112384,-0.002203,0.842,0.112362,WARNING
2004.02.17.12.02.39,0,0,0.112762,0.112762,-0.002163,0.869,0.112741,WARNING
2004.02.17.12.12.39,0,0,0.113653,0.113653,-0.00206,0.864,0.113634,WARNING
2004.02.17.12.22.39,0,0,0.110758,0.110758,-0.002171,0.876,0.110737,WARNING
2004.02.17.12.32.39,0,0,0.112059,0.112059,-0.002076,0.789,0.112039,WARNING
2004.02.17.12.42.39,0,0,0.109543,0.109543,-0.002291,0.803,0.109519,WARNING
2004.02.17.12.52.39,0,0,0.110373,0.110373,-0.002458,0.894,0.110346,WARNING
2004.02.17.13.02.39,0,0,0.109122,0.109122,-0.002215,0.786,0.109099,WARNING
2004.02.17.13.12.39,0,0,0.109309,0.109309,-0.001613,0.854,0.109297,WARNING
2004.02.17.13.22.39,0,0,0.10942,0.10942,-0.001921,0.842,0.109403,WARNING
2004.02.17.13.32.39,0,0,0.105664,0.105664,-0.002436,0.872,0.105636,WARNING
2004.02.17.13.42.39,0,0,0.104262,0.104262,-0.002095,0.74,0.104241,WARNING
2004.02.17.13.52.39,0,0,0.107169,0.107169,-0.001953,0.793,0.107152,WARNING
2004.02.17.14.02.39,0,0,0.105611,0.105611,-0.002246,0.837,0.105587,WARNING
2004.02.17.14.12.39,0,0,0.105341,0.105341,-0.002027,0.811,0.105322,WARNING
2004.02.17.14.22.39,0,0,0.104347,0.104347,-0.001952,0.793,0.104329,WARNING
2004.02.17.14.32.39,0,0,0.103702,0.103702,-0.001878,0.706,0.103685,WARNING
2004.02.17.14.42.39,0,0,0.104134,0.104134,-0.001854,0.867,0.104118,WARNING
2004.02.17.14.52.39,0,0,0.104834,0.104834,-0.002138,0.793,0.104812,WARNING
2004.02.17.15.02.39,0,0,0.104202,0.104202,-0.002034,0.815,0.104183,WARNING
2004.02.17.15.12.39,0,0,0.104832,0.104832,-0.001882,0.72,0.104815,WARNING
2004.02.17.15.22.39,0,0,0.102459,0.102459,-0.002127,0.767,0.102437,WARNING
2004.02.17.15.32.39,0,0,0.104232,0.104232,-0.002415,0.693,0.104204,WARNING
2004.02.17.15.42.39,0,0,0.104176,0.104176,-0.001789,0.745,0.104161,WARNING
2004.02.17.15.52.39,0,0,0.102402,0.102402,-0.002368,0.701,0.102375,WARNING
2004.02.17.16.02.39,0,0,0.102169,0.102169,-0.002009,0.796,0.10215,WARNING
2004.02.17.16.12.39,0,0,0.102349,0.102349,-0.001705,0.959,0.102335,WARNING
2004.02.17.16.22.39,0,0,0.102101,0.102101,-0.00217,0.854,0.102078,WARNING
2004.02.17.16.32.39,0,0,0.099735,0.099735,-0.002104,0.808,0.099713,WARNING
2004.02.17.16.42.39,0,0,0.098835,0.098835,-0.002005,0.881,0.098815,WARNING
2004.02.17.16.52.39,0,0,0.099275,0.099275,-0.001912,0.703,0.099257,WARNING
2004.02.17.17.02.39,0,0,0.099408,0.099408,-0.002248,0.757,0.099382,WARNING
2004.02.17.17.12.39,0,0,0.097909,0.097909,-0.001869,0.72,0.097891,WARNING
2004.02.17.17.22.39,0,0,0.097679,0.097679,-0.002143,0.903,0.097656,WARNING
2004.02.17.17.32.39,0,0,0.097762,0.097762,-0.002166,0.854,0.097738,WARNING
2004.02.17.17.42.39,0,0,0.096748,0.096748,-0.00226,0.833,0.096721,WARNING
2004.02.17.17.52.39,0,0,0.09493,0.09493,-0.002237,0.774,0.094903,WARNING
2004.02.17.18.02.39,0,0,0.09415,0.09415,-0.001947,0.596,0.09413,WARNING
2004.02.17.18.12.39,0,0,0.094745,0.094745,-0.001882,0.645,0.094727,WARNING
2004.02.17.18.22.39,0,0,0.093846,0.093846,-0.001929,0.769,0.093826,WARNING
2004.02.17.18.32.39,0,0,0.095055,0.095055,-0.001978,0.63,0.095035,WARNING
2004.02.17.18.42.39,0,0,0.095227,0.095227,-0.002006,0.71,0.095205,WARNING
2004.02.17.18.52.39,0,0,0.094191,0.094191,-0.002077,0.747,0.094168,WARNING
2004.02.17.19.02.39,0,0,0.093564,0.093564,-0.00193,0.774,0.093544,WARNING
2004.02.17.19.12.39,0,0,0.093248,0.093248,-0.001968,0.735,0.093227,WARNING
2004.02.17.19.22.39,0,0,0.093702,0.093702,-0.002297,0.723,0.093674,WARNING
2004.02.17.19.32.39,0,0,0.092774,0.092774,-0.001865,0.83,0.092755,WARNING
2004.02.17.19.42.39,0,0,0.093573,0.093573,-0.001936,0.671,0.093553,WARNING
2004.02.17.19.52.39,0,0,0.093896,0.093896,-0.001627,0.884,0.093882,WARNING
2004.02.17.20.02.39,0,0,0.09436,0.09436,-0.001891,0.835,0.094341,WARNING
2004.02.17.20.12.39,0,0,0.092956,0.092956,-0.002011,0.825,0.092934,WARNING
2004.02.17.20.22.39,0,0,0.093305,0.093305,-0.001982,0.752,0.093283,WARNING
2004.02.17.20.32.39,0,0,0.092309,0.092309,-0.002177,0.662,0.092283,WARNING
2004.02.17.20.42.39,0,0,0.091036,0.091036,-0.002165,0.688,0.09101,WARNING
2004.02.17.20.52.39,0,0,0.092317,0.092317,-0.001552,0.671,0.092304,WARNING
2004.02.17.21.02.39,0,0,0.092123,0.092123,-0.001703,0.837,0.092107,WARNING
2004.02.17.21.12.39,0,0,0.091455,0.091455,-0.001902,0.703,0.091435,WARNING
2004.02.17.21.22.39,0,0,0.091731,0.091731,-0.001963,0.701,0.09171,WARNING
2004.02.17.21.32.39,0,0,0.092741,0.092741,-0.001843,0.752,0.092722,WARNING
2004.02.17.21.42.39,0,0,0.091375,0.091375,-0.001885,0.767,0.091355,WARNING
2004.02.17.21.52.39,0,0,0.092361,0.092361,-0.001899,0.601,0.092342,WARNING
2004.02.17.22.02.39,0,0,0.091593,0.091593,-0.002112,0.828,0.091569,WARNING
2004.02.17.22.12.39,0,0,0.093087,0.093087,-0.002098,0.688,0.093063,WARNING
2004.02.17.22.22.39,0,0,0.092091,0.092091,-0.001967,0.757,0.09207,WARNING
2004.02.17.22.32.39,0,0,0.091795,0.091795,-0.002099,0.627,0.091771,WARNING
2004.02.17.22.42.39,0,0,0.091996,0.091996,-0.001908,0.737,0.091977,WARNING
2004.02.17.22.52.39,0,0,0.093005,0.093005,-0.002013,0.701,0.092983,WARNING
2004.02.17.23.02.39,0,0,0.093421,0.093421,-0.002075,0.735,0.093398,WARNING
2004.02.17.23.12.39,0,0,0.092701,0.092701,-0.002094,0.708,0.092677,WARNING
2004.02.17.23.22.39,0,0,0.092733,0.092733,-0.00172,0.874,0.092717,WARNING
2004.02.17.23.32.39,0,0,0.091573,0.091573,-0.002087,0.718,0.091549,WARNING
2004.02.17.23.42.39,0,0,0.093905,0.093905,-0.001941,0.732,0.093885,WARNING
2004.02.17.23.52.39,0,0,0.093239,0.093239,-0.002214,0.647,0.093213,WARNING
2004.02.18.00.02.39,0,0,0.093773,0.093773,-0.00202,0.793,0.093751,WARNING
2004.02.18.00.12.39,0,0,0.093621,0.093621,-0.001738,0.825,0.093605,WARNING
2004.02.18.00.22.39,0,0,0.092366,0.092366,-0.001598,0.637,0.092352,WARNING
2004.02.18.00.32.39,0,0,0.094148,0.094148,-0.001935,0.696,0.094128,WARNING
2004.02.18.00.42.39,0,0,0.093137,0.093137,-0.002133,0.73,0.093112,WARNING
2004.02.18.00.52.39,0,0,0.09387,0.09387,-0.001832,0.908,0.093852,WARNING
2004.02.18.01.02.39,0,0,0.094853,0.094853,-0.002019,0.708,0.094832,WARNING
2004.02.18.01.12.39,0,0,0.095071,0.095071,-0.002009,0.833,0.09505,WARNING
2004.02.18.01.22.39,0,0,0.093626,0.093626,-0.001885,0.857,0.093607,WARNING
2004.02.18.01.32.39,0,0,0.093804,0.093804,-0.001625,0.911,0.09379,WARNING
2004.02.18.01.42.39,0,0,0.093721,0.093721,-0.00214,0.771,0.093697,WARNING
2004.02.18.01.52.39,0,0,0.094536,0.094536,-0.001917,0.774,0.094517,WARNING
2004.02.18.02.02.39,0,0,0.093651,0.093651,-0.002269,1.001,0.093624,WARNING
2004.02.18.02.12.39,0,0,0.094663,0.094663,-0.002115,0.859,0.09464,WARNING
2004.02.18.02.22.39,0,0,0.094366,0.094366,-0.00222,0.664,0.094339,WARNING
2004.02.18.02.32.39,0,0,0.095085,0.095085,-0.002047,0.762,0.095063,WARNING
2004.02.18.02.42.39,0,0,0.095054,0.095054,-0.001912,0.837,0.095035,WARNING
2004.02.18.02.52.39,0,0,0.094263,0.094263,-0.002384,0.681,0.094232,WARNING
2004.02.18.03.02.39,0,0,0.09554,0.09554,-0.002045,0.908,0.095518,WARNING
2004.02.18.03.12.39,0,0,0.095624,0.095624,-0.001597,0.847,0.095611,WARNING
2004.02.18.03.22.39,0,0,0.094566,0.094566,-0.00207,0.642,0.094544,WARNING
2004.02.18.03.32.39,0,0,0.09618,0.09618,-0.002282,0.576,0.096153,WARNING
2004.02.18.03.42.39,0,0,0.103882,0.103882,-0.001772,0.959,0.103866,WARNING
2004.02.18.03.52.39,0,0,0.104028,0.104028,-0.001725,0.693,0.104013,WARNING
2004.02.18.04.02.39,0,0,0.104016,0.104016,-0.001669,0.754,0.104003,WARNING
2004.02.18.04.12.39,0,0,0.106145,0.106145,-0.001975,0.713,0.106126,WARNING
2004.02.18.04.22.39,0,0,0.104262,0.104262,-0.001993,0.774,0.104243,WARNING
2004.02.18.04.32.39,0,0,0.106331,0.106331,-0.001694,0.742,0.106317,WARNING
2004.02.18.04.42.39,0,0,0.107289,0.107289,-0.002024,0.798,0.10727,WARNING
2004.02.18.04.52.39,0,0,0.106499,0.106499,-0.001651,0.71,0.106486,WARNING
2004.02.18.05.02.39,0,0,0.107898,0.107898,-0.001995,0.781,0.10788,WARNING
2004.02.18.05.12.39,0,0,0.108038,0.108038,-0.001738,0.771,0.108024,WARNING
2004.02.18.05.22.39,0,0,0.108579,0.108579,-0.00187,1.008,0.108563,WARNING
2004.02.18.05.32.39,0,0,0.109686,0.109686,-0.002002,1.016,0.109667,WARNING
2004.02.18.05.42.39,0,0,0.111803,0.111803,-0.001767,0.884,0.111789,WARNING
2004.02.18.05.52.39,0,0,0.111229,0.111229,-0.001978,0.818,0.111212,WARNING
2004.02.18.06.02.39,0,0,0.112389,0.112389,-0.001636,0.857,0.112377,CRITICAL
2004.02.18.06.12.39,0,0,0.113328,0.113328,-0.002151,0.828,0.113307,CRITICAL
2004.02.18.06.22.39,0,0,0.114019,0.114019,-0.002073,0.859,0.114,CRITICAL
2004.02.18.06.32.39,0,0,0.114035,0.114035,-0.001969,0.95,0.114018,CRITICAL
2004.02.18.06.42.39,0,0,0.114348,0.114348,-0.002139,0.791,0.114328,CRITICAL
2004.02.18.06.52.39,0,0,0.114581,0.114581,-0.002139,0.786,0.114561,CRITICAL
2004.02.18.07.02.39,0,0,0.115103,0.115103,-0.001723,0.786,0.11509,CRITICAL
2004.02.18.07.12.39,0,0,0.115507,0.115507,-0.002129,0.879,0.115488,CRITICAL
2004.02.18.07.22.39,0,0,0.11632,0.11632,-0.001612,0.811,0.116309,CRITICAL
2004.02.18.07.32.39,0,0,0.11525,0.11525,-0.001769,0.901,0.115237,CRITICAL
2004.02.18.07.42.39,0,0,0.114314,0.114314,-0.001753,0.859,0.114301,CRITICAL
2004.02.18.07.52.39,0,0,0.117074,0.117074,-0.001661,0.818,0.117062,CRITICAL
2004.02.18.08.02.39,0,0,0.118411,0.118411,-0.001711,0.857,0.118399,CRITICAL
2004.02.18.08.12.39,0,0,0.117974,0.117974,-0.002355,0.801,0.117951,CRITICAL
2004.02.18.08.22.39,0,0,0.118561,0.118561,-0.002129,0.869,0.118542,CRITICAL
2004.02.18.08.32.39,0,0,0.116925,0.116925,-0.001942,0.82,0.116909,CRITICAL
2004.02.18.08.42.39,0,0,0.113982,0.113982,-0.002058,0.745,0.113963,CRITICAL
2004.02.18.08.52.39,0,0,0.113499,0.113499,-0.001413,0.881,0.11349,CRITICAL
2004.02.18.09.02.39,0,0,0.114387,0.114387,-0.001893,0.779,0.114371,CRITICAL
2004.02.18.09.12.39,0,0,0.116102,0.116102,-0.002304,0.791,0.116079,CRITICAL
2004.02.18.09.22.39,0,0,0.117862,0.117862,-0.001855,0.811,0.117847,CRITICAL
2004.02.18.09.32.39,0,0,0.113744,0.113744,-0.001591,0.967,0.113733,CRITICAL
2004.02.18.09.42.39,0,0,0.113317,0.113317,-0.001819,0.781,0.113302,CRITICAL
2004.02.18.09.52.39,0,0,0.114137,0.114137,-0.001702,0.83,0.114124,CRITICAL
2004.02.18.10.02.39,0,0,0.113279,0.113279,-0.001761,0.82,0.113265,CRITICAL
2004.02.18.10.12.39,0,0,0.116315,0.116315,-0.002282,0.771,0.116293,CRITICAL
2004.02.18.10.22.39,0,0,0.114155,0.114155,-0.001358,0.75,0.114147,CRITICAL
2004.02.18.10.32.39,0,0,0.114097,0.114097,-0.001787,0.864,0.114083,CRITICAL
2004.02.18.10.42.39,0,0,0.112741,0.112741,-0.001772,0.801,0.112727,CRITICAL
2004.02.18.10.52.39,0,0,0.111385,0.111385,-0.001676,0.789,0.111372,CRITICAL
2004.02.18.11.02.39,0,0,0.110214,0.110214,-0.002145,0.771,0.110193,CRITICAL
2004.02.18.11.12.39,0,0,0.109446,0.109446,-0.001901,0.815,0.109429,CRITICAL
2004.02.18.11.22.39,0,0,0.109591,0.109591,-0.001921,0.828,0.109574,CRITICAL
2004.02.18.11.32.39,0,0,0.11005,0.11005,-0.002064,0.825,0.110031,CRITICAL
2004.02.18.11.42.39,0,0,0.109779,0.109779,-0.002045,0.811,0.109759,CRITICAL
2004.02.18.11.52.39,0,0,0.11709,0.11709,-0.001936,0.881,0.117074,CRITICAL
2004.02.18.12.02.39,0,0,0.117801,0.117801,-0.001894,0.891,0.117785,CRITICAL
